URL,URL Result,Predictions
https://www.facebook.com,"[['0,24,0,443,1,3.86,2,2,0,0,0,16,1,2,0,0,3.1556390622295662,0.20833333333333334,0.0,0.0,0,0.7916666666666666']]",[0]
